country,country_code,year_week,source,new_cases,number_sequenced,percent_cases_sequenced,valid_denominator,variant,number_detections_variant,percent_variant
Austria,AT,2020-43,GISAID,16979,38,0.2,Yes,P.3,0,0.0
Austria,AT,2020-43,GISAID,16979,38,0.2,Yes,Other,38,100.0
Austria,AT,2020-44,GISAID,28574,51,0.2,Yes,B.1.1.7,0,0.0
Austria,AT,2020-44,GISAID,28574,51,0.2,Yes,B.1.1.7+E484K,0,0.0
Austria,AT,2020-44,GISAID,28574,51,0.2,Yes,B.1.351,0,0.0
Austria,AT,2020-44,GISAID,28574,51,0.2,Yes,B.1.427/B.1.429,0,0.0
Austria,AT,2020-44,GISAID,28574,51,0.2,Yes,B.1.525,0,0.0
Austria,AT,2020-44,GISAID,28574,51,0.2,Yes,B.1.526,0,0.0
Austria,AT,2020-44,GISAID,28574,51,0.2,Yes,B.1.616,0,0.0
Austria,AT,2020-44,GISAID,28574,51,0.2,Yes,B.1.617,0,0.0
Austria,AT,2020-44,GISAID,28574,51,0.2,Yes,B.1.617.1,0,0.0
Austria,AT,2020-44,GISAID,28574,51,0.2,Yes,B.1.617.2,0,0.0
Austria,AT,2020-44,GISAID,28574,51,0.2,Yes,B.1.617.3,0,0.0
Austria,AT,2020-44,GISAID,28574,51,0.2,Yes,B.1.620,0,0.0
Austria,AT,2020-44,GISAID,28574,51,0.2,Yes,B.1.621,0,0.0
Austria,AT,2020-44,GISAID,28574,51,0.2,Yes,C.37,0,0.0
Austria,AT,2020-44,GISAID,28574,51,0.2,Yes,P.1,0,0.0
Austria,AT,2020-44,GISAID,28574,51,0.2,Yes,P.3,0,0.0
Austria,AT,2020-44,GISAID,28574,51,0.2,Yes,Other,51,100.0
Austria,AT,2020-45,GISAID,41398,128,0.3,Yes,B.1.1.7,0,0.0
Austria,AT,2020-45,GISAID,41398,128,0.3,Yes,B.1.1.7+E484K,0,0.0
Austria,AT,2020-45,GISAID,41398,128,0.3,Yes,B.1.351,0,0.0
Austria,AT,2020-45,GISAID,41398,128,0.3,Yes,B.1.427/B.1.429,0,0.0
Austria,AT,2020-45,GISAID,41398,128,0.3,Yes,B.1.525,0,0.0
Austria,AT,2020-45,GISAID,41398,128,0.3,Yes,B.1.526,0,0.0
Austria,AT,2020-45,GISAID,41398,128,0.3,Yes,B.1.616,0,0.0
Austria,AT,2020-45,GISAID,41398,128,0.3,Yes,B.1.617,0,0.0
Austria,AT,2020-45,GISAID,41398,128,0.3,Yes,B.1.617.1,0,0.0
Austria,AT,2020-45,GISAID,41398,128,0.3,Yes,B.1.617.2,0,0.0
Austria,AT,2020-45,GISAID,41398,128,0.3,Yes,B.1.617.3,0,0.0
Austria,AT,2020-45,GISAID,41398,128,0.3,Yes,B.1.620,0,0.0
Austria,AT,2020-45,GISAID,41398,128,0.3,Yes,B.1.621,0,0.0
Austria,AT,2020-45,GISAID,41398,128,0.3,Yes,C.37,0,0.0
Austria,AT,2020-45,GISAID,41398,128,0.3,Yes,P.1,0,0.0
Austria,AT,2020-45,GISAID,41398,128,0.3,Yes,P.3,0,0.0
Austria,AT,2020-45,GISAID,41398,128,0.3,Yes,Other,128,100.0
Austria,AT,2020-46,GISAID,50986,129,0.3,Yes,B.1.1.7,0,0.0
Austria,AT,2020-46,GISAID,50986,129,0.3,Yes,B.1.1.7+E484K,0,0.0
Austria,AT,2020-46,GISAID,50986,129,0.3,Yes,B.1.351,0,0.0
Austria,AT,2020-46,GISAID,50986,129,0.3,Yes,B.1.427/B.1.429,0,0.0
Austria,AT,2020-46,GISAID,50986,129,0.3,Yes,B.1.525,0,0.0
Austria,AT,2020-46,GISAID,50986,129,0.3,Yes,B.1.526,0,0.0
Austria,AT,2020-46,GISAID,50986,129,0.3,Yes,B.1.616,0,0.0
Austria,AT,2020-46,GISAID,50986,129,0.3,Yes,B.1.617,0,0.0
Austria,AT,2020-46,GISAID,50986,129,0.3,Yes,B.1.617.1,0,0.0
Austria,AT,2020-46,GISAID,50986,129,0.3,Yes,B.1.617.2,0,0.0
Austria,AT,2020-46,GISAID,50986,129,0.3,Yes,B.1.617.3,0,0.0
Austria,AT,2020-46,GISAID,50986,129,0.3,Yes,B.1.620,0,0.0
Austria,AT,2020-46,GISAID,50986,129,0.3,Yes,B.1.621,0,0.0
Austria,AT,2020-46,GISAID,50986,129,0.3,Yes,C.37,0,0.0
Austria,AT,2020-46,GISAID,50986,129,0.3,Yes,P.1,0,0.0
Austria,AT,2020-46,GISAID,50986,129,0.3,Yes,P.3,0,0.0
Austria,AT,2020-46,GISAID,50986,129,0.3,Yes,Other,129,100.0
Austria,AT,2020-47,GISAID,42630,17,0.0,Yes,B.1.1.7,0,0.0
Austria,AT,2020-47,GISAID,42630,17,0.0,Yes,B.1.1.7+E484K,0,0.0
Austria,AT,2020-47,GISAID,42630,17,0.0,Yes,B.1.351,0,0.0
Austria,AT,2020-47,GISAID,42630,17,0.0,Yes,B.1.427/B.1.429,0,0.0
Austria,AT,2020-47,GISAID,42630,17,0.0,Yes,B.1.525,0,0.0
Austria,AT,2020-47,GISAID,42630,17,0.0,Yes,B.1.526,0,0.0
Austria,AT,2020-47,GISAID,42630,17,0.0,Yes,B.1.616,0,0.0
Austria,AT,2020-47,GISAID,42630,17,0.0,Yes,B.1.617,0,0.0
Austria,AT,2020-47,GISAID,42630,17,0.0,Yes,B.1.617.1,0,0.0
Austria,AT,2020-47,GISAID,42630,17,0.0,Yes,B.1.617.2,0,0.0
Austria,AT,2020-47,GISAID,42630,17,0.0,Yes,B.1.617.3,0,0.0
Austria,AT,2020-47,GISAID,42630,17,0.0,Yes,B.1.620,0,0.0
Austria,AT,2020-47,GISAID,42630,17,0.0,Yes,B.1.621,0,0.0
Austria,AT,2020-47,GISAID,42630,17,0.0,Yes,C.37,0,0.0
Austria,AT,2020-47,GISAID,42630,17,0.0,Yes,P.1,0,0.0
Austria,AT,2020-47,GISAID,42630,17,0.0,Yes,P.3,0,0.0
Austria,AT,2020-47,GISAID,42630,17,0.0,Yes,Other,17,100.0
Austria,AT,2020-48,GISAID,32058,94,0.3,Yes,B.1.1.7,2,2.1
Austria,AT,2020-48,GISAID,32058,94,0.3,Yes,B.1.1.7+E484K,0,0.0
Austria,AT,2020-48,GISAID,32058,94,0.3,Yes,B.1.351,0,0.0
Austria,AT,2020-48,GISAID,32058,94,0.3,Yes,B.1.427/B.1.429,0,0.0
Austria,AT,2020-48,GISAID,32058,94,0.3,Yes,B.1.525,0,0.0
Austria,AT,2020-48,GISAID,32058,94,0.3,Yes,B.1.526,0,0.0
Austria,AT,2020-48,GISAID,32058,94,0.3,Yes,B.1.616,0,0.0
Austria,AT,2020-48,GISAID,32058,94,0.3,Yes,B.1.617,0,0.0
Austria,AT,2020-48,GISAID,32058,94,0.3,Yes,B.1.617.1,0,0.0
Austria,AT,2020-48,GISAID,32058,94,0.3,Yes,B.1.617.2,0,0.0
Austria,AT,2020-48,GISAID,32058,94,0.3,Yes,B.1.617.3,0,0.0
Austria,AT,2020-48,GISAID,32058,94,0.3,Yes,B.1.620,0,0.0
Austria,AT,2020-48,GISAID,32058,94,0.3,Yes,B.1.621,0,0.0
Austria,AT,2020-48,GISAID,32058,94,0.3,Yes,C.37,0,0.0
Austria,AT,2020-48,GISAID,32058,94,0.3,Yes,P.1,0,0.0
Austria,AT,2020-48,GISAID,32058,94,0.3,Yes,P.3,0,0.0
Austria,AT,2020-48,GISAID,32058,94,0.3,Yes,Other,92,97.9
Austria,AT,2020-49,GISAID,22794,66,0.3,Yes,B.1.1.7,0,0.0
Austria,AT,2020-49,GISAID,22794,66,0.3,Yes,B.1.1.7+E484K,0,0.0
Austria,AT,2020-49,GISAID,22794,66,0.3,Yes,B.1.351,0,0.0
Austria,AT,2020-49,GISAID,22794,66,0.3,Yes,B.1.427/B.1.429,0,0.0
Austria,AT,2020-49,GISAID,22794,66,0.3,Yes,B.1.525,0,0.0
Austria,AT,2020-49,GISAID,22794,66,0.3,Yes,B.1.526,0,0.0
Austria,AT,2020-49,GISAID,22794,66,0.3,Yes,B.1.616,0,0.0
Austria,AT,2020-49,GISAID,22794,66,0.3,Yes,B.1.617,0,0.0
Austria,AT,2020-49,GISAID,22794,66,0.3,Yes,B.1.617.1,0,0.0
Austria,AT,2020-49,GISAID,22794,66,0.3,Yes,B.1.617.2,0,0.0
Austria,AT,2020-49,GISAID,22794,66,0.3,Yes,B.1.617.3,0,0.0
Austria,AT,2020-49,GISAID,22794,66,0.3,Yes,B.1.620,0,0.0
Austria,AT,2020-49,GISAID,22794,66,0.3,Yes,B.1.621,0,0.0
Austria,AT,2020-49,GISAID,22794,66,0.3,Yes,C.37,0,0.0
Austria,AT,2020-49,GISAID,22794,66,0.3,Yes,P.1,0,0.0
Austria,AT,2020-49,GISAID,22794,66,0.3,Yes,P.3,0,0.0
Austria,AT,2020-49,GISAID,22794,66,0.3,Yes,Other,66,100.0
Austria,AT,2020-50,GISAID,19060,15,0.1,Yes,B.1.1.7,0,0.0
Austria,AT,2020-50,GISAID,19060,15,0.1,Yes,B.1.1.7+E484K,0,0.0
Austria,AT,2020-50,GISAID,19060,15,0.1,Yes,B.1.351,0,0.0
Austria,AT,2020-50,GISAID,19060,15,0.1,Yes,B.1.427/B.1.429,0,0.0
Austria,AT,2020-50,GISAID,19060,15,0.1,Yes,B.1.525,0,0.0
Austria,AT,2020-50,GISAID,19060,15,0.1,Yes,B.1.526,0,0.0
Austria,AT,2020-50,GISAID,19060,15,0.1,Yes,B.1.616,0,0.0
Austria,AT,2020-50,GISAID,19060,15,0.1,Yes,B.1.617,0,0.0
Austria,AT,2020-50,GISAID,19060,15,0.1,Yes,B.1.617.1,0,0.0
Austria,AT,2020-50,GISAID,19060,15,0.1,Yes,B.1.617.2,0,0.0
Austria,AT,2020-50,GISAID,19060,15,0.1,Yes,B.1.617.3,0,0.0
Austria,AT,2020-50,GISAID,19060,15,0.1,Yes,B.1.620,0,0.0
Austria,AT,2020-50,GISAID,19060,15,0.1,Yes,B.1.621,0,0.0
Austria,AT,2020-50,GISAID,19060,15,0.1,Yes,C.37,0,0.0
Austria,AT,2020-50,GISAID,19060,15,0.1,Yes,P.1,0,0.0
Austria,AT,2020-50,GISAID,19060,15,0.1,Yes,P.3,0,0.0
Austria,AT,2020-50,GISAID,19060,15,0.1,Yes,Other,15,100.0
Austria,AT,2020-51,GISAID,16186,45,0.3,Yes,B.1.1.7,0,0.0
Austria,AT,2020-51,GISAID,16186,45,0.3,Yes,B.1.1.7+E484K,0,0.0
Austria,AT,2020-51,GISAID,16186,45,0.3,Yes,B.1.351,0,0.0
Austria,AT,2020-51,GISAID,16186,45,0.3,Yes,B.1.427/B.1.429,0,0.0
Austria,AT,2020-51,GISAID,16186,45,0.3,Yes,B.1.525,0,0.0
Austria,AT,2020-51,GISAID,16186,45,0.3,Yes,B.1.526,0,0.0
Austria,AT,2020-51,GISAID,16186,45,0.3,Yes,B.1.616,0,0.0
Austria,AT,2020-51,GISAID,16186,45,0.3,Yes,B.1.617,0,0.0
Austria,AT,2020-51,GISAID,16186,45,0.3,Yes,B.1.617.1,0,0.0
Austria,AT,2020-51,GISAID,16186,45,0.3,Yes,B.1.617.2,0,0.0
Austria,AT,2020-51,GISAID,16186,45,0.3,Yes,B.1.617.3,0,0.0
Austria,AT,2020-51,GISAID,16186,45,0.3,Yes,B.1.620,0,0.0
Austria,AT,2020-51,GISAID,16186,45,0.3,Yes,B.1.621,0,0.0
Austria,AT,2020-51,GISAID,16186,45,0.3,Yes,C.37,0,0.0
Austria,AT,2020-51,GISAID,16186,45,0.3,Yes,P.1,0,0.0
Austria,AT,2020-51,GISAID,16186,45,0.3,Yes,P.3,0,0.0
Austria,AT,2020-51,GISAID,16186,45,0.3,Yes,Other,45,100.0
Austria,AT,2020-52,GISAID,15164,141,0.9,Yes,B.1.1.7,1,0.7
Austria,AT,2020-52,GISAID,15164,141,0.9,Yes,B.1.1.7+E484K,0,0.0
Austria,AT,2020-52,GISAID,15164,141,0.9,Yes,B.1.351,1,0.7
Austria,AT,2020-52,GISAID,15164,141,0.9,Yes,B.1.427/B.1.429,0,0.0
Austria,AT,2020-52,GISAID,15164,141,0.9,Yes,B.1.525,0,0.0
Austria,AT,2020-52,GISAID,15164,141,0.9,Yes,B.1.526,0,0.0
Austria,AT,2020-52,GISAID,15164,141,0.9,Yes,B.1.616,0,0.0
Austria,AT,2020-52,GISAID,15164,141,0.9,Yes,B.1.617,0,0.0
Austria,AT,2020-52,GISAID,15164,141,0.9,Yes,B.1.617.1,0,0.0
Austria,AT,2020-52,GISAID,15164,141,0.9,Yes,B.1.617.2,0,0.0
Austria,AT,2020-52,GISAID,15164,141,0.9,Yes,B.1.617.3,0,0.0
Austria,AT,2020-52,GISAID,15164,141,0.9,Yes,B.1.620,0,0.0
Austria,AT,2020-52,GISAID,15164,141,0.9,Yes,B.1.621,0,0.0
Austria,AT,2020-52,GISAID,15164,141,0.9,Yes,C.37,0,0.0
Austria,AT,2020-52,GISAID,15164,141,0.9,Yes,P.1,0,0.0
Austria,AT,2020-52,GISAID,15164,141,0.9,Yes,P.3,0,0.0
Austria,AT,2020-52,GISAID,15164,141,0.9,Yes,Other,139,98.6
Austria,AT,2020-53,GISAID,13188,340,2.6,Yes,B.1.1.7,14,4.1
Austria,AT,2020-53,GISAID,13188,340,2.6,Yes,B.1.1.7+E484K,0,0.0
Austria,AT,2020-53,GISAID,13188,340,2.6,Yes,B.1.351,0,0.0
Austria,AT,2020-53,GISAID,13188,340,2.6,Yes,B.1.427/B.1.429,0,0.0
Austria,AT,2020-53,GISAID,13188,340,2.6,Yes,B.1.525,0,0.0
Austria,AT,2020-53,GISAID,13188,340,2.6,Yes,B.1.526,0,0.0
Austria,AT,2020-53,GISAID,13188,340,2.6,Yes,B.1.616,0,0.0
Austria,AT,2020-53,GISAID,13188,340,2.6,Yes,B.1.617,0,0.0
Austria,AT,2020-53,GISAID,13188,340,2.6,Yes,B.1.617.1,0,0.0
Austria,AT,2020-53,GISAID,13188,340,2.6,Yes,B.1.617.2,0,0.0
Austria,AT,2020-53,GISAID,13188,340,2.6,Yes,B.1.617.3,0,0.0
Austria,AT,2020-53,GISAID,13188,340,2.6,Yes,B.1.620,0,0.0
Austria,AT,2020-53,GISAID,13188,340,2.6,Yes,B.1.621,0,0.0
Austria,AT,2020-53,GISAID,13188,340,2.6,Yes,C.37,0,0.0
Austria,AT,2020-53,GISAID,13188,340,2.6,Yes,P.1,0,0.0
Austria,AT,2020-53,GISAID,13188,340,2.6,Yes,P.3,0,0.0
Austria,AT,2020-53,GISAID,13188,340,2.6,Yes,Other,326,95.9
Austria,AT,2021-01,GISAID,15133,159,1.1,Yes,B.1.1.7,48,30.2
Austria,AT,2021-01,GISAID,15133,159,1.1,Yes,B.1.1.7+E484K,0,0.0
Austria,AT,2021-01,GISAID,15133,159,1.1,Yes,B.1.351,0,0.0
Austria,AT,2021-01,GISAID,15133,159,1.1,Yes,B.1.427/B.1.429,0,0.0
Austria,AT,2021-01,GISAID,15133,159,1.1,Yes,B.1.525,0,0.0
Austria,AT,2021-01,GISAID,15133,159,1.1,Yes,B.1.526,0,0.0
Austria,AT,2021-01,GISAID,15133,159,1.1,Yes,B.1.616,0,0.0
Austria,AT,2021-01,GISAID,15133,159,1.1,Yes,B.1.617,0,0.0
Austria,AT,2021-01,GISAID,15133,159,1.1,Yes,B.1.617.1,0,0.0
Austria,AT,2021-01,GISAID,15133,159,1.1,Yes,B.1.617.2,0,0.0
Austria,AT,2021-01,GISAID,15133,159,1.1,Yes,B.1.617.3,0,0.0
Austria,AT,2021-01,GISAID,15133,159,1.1,Yes,B.1.620,0,0.0
Austria,AT,2021-01,GISAID,15133,159,1.1,Yes,B.1.621,0,0.0
Austria,AT,2021-01,GISAID,15133,159,1.1,Yes,C.37,0,0.0
Austria,AT,2021-01,GISAID,15133,159,1.1,Yes,P.1,0,0.0
Austria,AT,2021-01,GISAID,15133,159,1.1,Yes,P.3,0,0.0
Austria,AT,2021-01,GISAID,15133,159,1.1,Yes,Other,111,69.8
Austria,AT,2021-02,GISAID,11406,470,4.1,Yes,B.1.1.7,83,17.7
Austria,AT,2021-02,GISAID,11406,470,4.1,Yes,B.1.1.7+E484K,0,0.0
Austria,AT,2021-02,GISAID,11406,470,4.1,Yes,B.1.351,46,9.8
Austria,AT,2021-02,GISAID,11406,470,4.1,Yes,B.1.427/B.1.429,0,0.0
Austria,AT,2021-02,GISAID,11406,470,4.1,Yes,B.1.525,0,0.0
Austria,AT,2021-02,GISAID,11406,470,4.1,Yes,B.1.526,0,0.0
Austria,AT,2021-02,GISAID,11406,470,4.1,Yes,B.1.616,0,0.0
Austria,AT,2021-02,GISAID,11406,470,4.1,Yes,B.1.617,0,0.0
Austria,AT,2021-02,GISAID,11406,470,4.1,Yes,B.1.617.1,0,0.0
Austria,AT,2021-02,GISAID,11406,470,4.1,Yes,B.1.617.2,0,0.0
Austria,AT,2021-02,GISAID,11406,470,4.1,Yes,B.1.617.3,0,0.0
Austria,AT,2021-02,GISAID,11406,470,4.1,Yes,B.1.620,0,0.0
Austria,AT,2021-02,GISAID,11406,470,4.1,Yes,B.1.621,0,0.0
Austria,AT,2021-02,GISAID,11406,470,4.1,Yes,C.37,0,0.0
Austria,AT,2021-02,GISAID,11406,470,4.1,Yes,P.1,0,0.0
Austria,AT,2021-02,GISAID,11406,470,4.1,Yes,P.3,0,0.0
Austria,AT,2021-02,GISAID,11406,470,4.1,Yes,Other,341,72.6
Austria,AT,2021-03,GISAID,10421,844,8.1,Yes,B.1.1.7,15,1.8
Austria,AT,2021-03,GISAID,10421,844,8.1,Yes,B.1.1.7+E484K,0,0.0
Austria,AT,2021-03,GISAID,10421,844,8.1,Yes,B.1.351,37,4.4
Austria,AT,2021-03,GISAID,10421,844,8.1,Yes,B.1.427/B.1.429,0,0.0
Austria,AT,2021-03,GISAID,10421,844,8.1,Yes,B.1.525,0,0.0
Austria,AT,2021-03,GISAID,10421,844,8.1,Yes,B.1.526,0,0.0
Austria,AT,2021-03,GISAID,10421,844,8.1,Yes,B.1.616,0,0.0
Austria,AT,2021-03,GISAID,10421,844,8.1,Yes,B.1.617,0,0.0
Austria,AT,2021-03,GISAID,10421,844,8.1,Yes,B.1.617.1,0,0.0
Austria,AT,2021-03,GISAID,10421,844,8.1,Yes,B.1.617.2,0,0.0
Austria,AT,2021-03,GISAID,10421,844,8.1,Yes,B.1.617.3,0,0.0
Austria,AT,2021-03,GISAID,10421,844,8.1,Yes,B.1.620,0,0.0
Austria,AT,2021-03,GISAID,10421,844,8.1,Yes,B.1.621,0,0.0
Austria,AT,2021-03,GISAID,10421,844,8.1,Yes,C.37,0,0.0
Austria,AT,2021-03,GISAID,10421,844,8.1,Yes,P.1,0,0.0
Austria,AT,2021-03,GISAID,10421,844,8.1,Yes,P.3,0,0.0
Austria,AT,2021-03,GISAID,10421,844,8.1,Yes,Other,792,93.8
Austria,AT,2021-04,GISAID,9451,1531,16.2,Yes,B.1.1.7,52,3.4
Austria,AT,2021-04,GISAID,9451,1531,16.2,Yes,B.1.1.7+E484K,0,0.0
Austria,AT,2021-04,GISAID,9451,1531,16.2,Yes,B.1.351,70,4.6
Austria,AT,2021-04,GISAID,9451,1531,16.2,Yes,B.1.427/B.1.429,0,0.0
Austria,AT,2021-04,GISAID,9451,1531,16.2,Yes,B.1.525,4,0.3
Austria,AT,2021-04,GISAID,9451,1531,16.2,Yes,B.1.526,0,0.0
Austria,AT,2021-04,GISAID,9451,1531,16.2,Yes,B.1.616,0,0.0
Austria,AT,2021-04,GISAID,9451,1531,16.2,Yes,B.1.617,0,0.0
Austria,AT,2021-04,GISAID,9451,1531,16.2,Yes,B.1.617.1,0,0.0
Austria,AT,2021-04,GISAID,9451,1531,16.2,Yes,B.1.617.2,0,0.0
Austria,AT,2021-04,GISAID,9451,1531,16.2,Yes,B.1.617.3,0,0.0
Austria,AT,2021-04,GISAID,9451,1531,16.2,Yes,B.1.620,0,0.0
Austria,AT,2021-04,GISAID,9451,1531,16.2,Yes,B.1.621,0,0.0
Austria,AT,2021-04,GISAID,9451,1531,16.2,Yes,C.37,0,0.0
Austria,AT,2021-04,GISAID,9451,1531,16.2,Yes,P.1,0,0.0
Austria,AT,2021-04,GISAID,9451,1531,16.2,Yes,P.3,0,0.0
Austria,AT,2021-04,GISAID,9451,1531,16.2,Yes,Other,1405,91.8
Austria,AT,2021-05,GISAID,10467,965,9.2,Yes,B.1.1.7,31,3.2
Austria,AT,2021-05,GISAID,10467,965,9.2,Yes,B.1.1.7+E484K,0,0.0
Austria,AT,2021-05,GISAID,10467,965,9.2,Yes,B.1.351,4,0.4
Austria,AT,2021-05,GISAID,10467,965,9.2,Yes,B.1.427/B.1.429,0,0.0
Austria,AT,2021-05,GISAID,10467,965,9.2,Yes,B.1.525,1,0.1
Austria,AT,2021-05,GISAID,10467,965,9.2,Yes,B.1.526,0,0.0
Austria,AT,2021-05,GISAID,10467,965,9.2,Yes,B.1.616,0,0.0
Austria,AT,2021-05,GISAID,10467,965,9.2,Yes,B.1.617,0,0.0
Austria,AT,2021-05,GISAID,10467,965,9.2,Yes,B.1.617.1,0,0.0
Austria,AT,2021-05,GISAID,10467,965,9.2,Yes,B.1.617.2,0,0.0
Austria,AT,2021-05,GISAID,10467,965,9.2,Yes,B.1.617.3,0,0.0
Austria,AT,2021-05,GISAID,10467,965,9.2,Yes,B.1.620,0,0.0
Austria,AT,2021-05,GISAID,10467,965,9.2,Yes,B.1.621,0,0.0
Austria,AT,2021-05,GISAID,10467,965,9.2,Yes,C.37,0,0.0
Austria,AT,2021-05,GISAID,10467,965,9.2,Yes,P.1,0,0.0
Austria,AT,2021-05,GISAID,10467,965,9.2,Yes,P.3,0,0.0
Austria,AT,2021-05,GISAID,10467,965,9.2,Yes,Other,929,96.3
Austria,AT,2021-06,GISAID,8442,691,8.2,Yes,B.1.1.7,162,23.4
